Nombre,Puntuacion_IMDB,Puntuacion_Rotten_Tomatoes,Director,Guionistas,Argumento,Duracion
Vrijwilligheid More Than Firefighting,,,,,The fire brigade is changing. the citizen is more responsible. the functions change. It is not only extinguish fire. This movie shows that there are more features in the fire service are,
Lumin,"6,4",,,,Lumin is an animated short film created by students at the Columbus College of Art & Design over a period of four months. This eerie film tells the story of a young boy and his escape from dozens of monsters who pursue him for one thing: his light.,5min
Day of the Hunter,,,Max Ortiz Jr.,Max Ortiz Jr.,"A parent hires a vigilante known as The Hunter to remove her 12 yo son from the Glamor and prestige of a life of crime run by an illegal Drug dealer named Zackhano, who specializes in what he calls 'Disposable stray kids' to do the dirty work for him.The hunter has no choice but to shoot his way his way in to get to Zackhano and remove the boy from the life of crime b... Leer todo",8min
The Keeper,"5,5",,Otto Beck,Otto BeckKeisha BushRazor Rizzotti,While walking home from school one day a young boy discovers the power of faith after getting caught in a shootout,7min
Island Song,,,David Massey,Ilunga AdellDavid MasseySativa Maureen,"A popular Los Angeles radio DJ, Maurice Manning, finds himself trapped in the Virgin Islands. Thrown into a battle between an island mystic and the criminal underworld of payola and illegal drugs. It's a harrowing trip that rips him out of his self-absorption toward redemption. Believing he is in control of his world, Maurice uncovers the dark figures pulling the stri... Leer todo",37min
The Rookery,,,Ian Weeks,Ian Weeks,,10min
Population Zero,"7,2",78%,Robert Kouba,Robert Kouba,A haunted survivor of a catastrophic alien invasion doesn't see an obvious truth when he finds a mute boy in an abandoned warehouse.,12min
Sir Gawain and the Green Knight,,,Aidan AndersCallan Harrison,The Gawain Poet(sin acreditar),Sir Gawain and the rest of King Arthur's court are startled by a visit from a strange green knight. The Green Knight challenges the court and Sir Gawain accepts. Sir Gawain strikes at the neck of the Green Knight who them picks up his own severed head and vows to return the strike in one year at the Green Chapel. Sir Gawain sets off to fulfill his promise. Along the w... Leer todo,6min
Fix It in Post,"6,9",,Jeremy Hunt,Jeremy Hunt,An editor unknowingly affects the world of a guy just trying to get though his day.,10min
3 Minutes,,,Klayton Stainer,Drew ModenZané PyperKlayton Stainer,,10min
Float,,50%,Kiran Chitanvis,Kiran Chitanvis,,24min
Hannaneh,,,Dariush Ghazbani,Mehdi Ansari,,11min
Fingers Tale,"5,5",,,,"The toes of a man detached from the foot, on their way to the beauty parlor of neighborhood where they can have a pedicure. On their journey they meet 'yakuza fingers' of a Japanese chef who don't like intruders in their territory.",5min
Barry Miller,,,C. Alec Rossel,C. Alec Rossel,It's funny how much your life can change in one day... it's really pretty amazing.,15min
Seguimi,,,Matteo Tondini,Roberto RondinelliMatteo Tondini,"In Chiara's world nothing is as it seems. From a masked party, she is chased in a mall, caught in a battlefield. Is she a thief, an aristocrat or a soldier? And is the man she sees everywhere trying to protect her or hurt her? The only link to her journey into these worlds is always a stranger, trying to give her a message, a message that can only by understood by som... Leer todo",12min
Hold Up,,,Lance Mokma,Lance Mokma,,4min
The Revenge of the Undead,,,Aric Coppola,Aric Coppola,Poncho and Ponchita visit an old graveyard and are frightened by the rise of the undead! Film is shot with puppets and conducted in an early 20th century format of a musical composer accompanying the silent film.,2min
Dead Right There,,,Brian McQuilkin,Brian McQuilkin,,23min
Clown Mime Wars 9000,,,Sam Macaroni,Sam Macaroni,,
Whaled Women,"5,6",,Ewa EinhornJeuno Je Kim,Andreas JakobssonEwa EinhornJeuno Je Kim,,9min
Portrait of An Angry Man,,,Giovanni Fumu,Andrea BaroneGiovanni Fumu,Just an other story about revenge,15min
Blood Loyal,,,David Rowlinson,David Rowlinson,,30min
Running Lights,,,,,,6min
Falls Cabin,,,Stacey A. Robinson,Stacey A. Robinson,A young woman rents a cabin so she and her friends can enjoy a weekend of fun and excitement only to be faced with a deadly reckoning.,27min
John Henry and the Railroad,"7,7",,Brandon McCormick,Brandon McCormick,"This is the true, tall tale of John Henry.",22min
The Seized,,,Philip Bastian,Philip Bastian,,4min
Ushers,,,Noah JashinskiDanny CymbalSteven Strobel,Bryan CrowDanny CymbalSteven Strobel,Two disgruntled movie theater Ushers decide to get even with Hollywood.,7min
Stewing,,,Sean Tyson,G. Patrick Currie,,10min
Slinky Fingers,,,Andrew BoganKellie Bogan,Andrew BoganKellie Bogan,,10min
Weight Classes,,,Charles Alexander,Charles Alexander,"Diagnosed with a life-threatening illness, a tough young actor grapples with the notion that death has chosen him.",14min
94,,,Allan Benzies,Allan Benzies,,3min
Parkour Race,,,Pierre Schantz,Pierre Schantz,,14min
Snowdysseus,,,,,Snowdysseus explores the vulnerability in nostalgia for one's home... It's a little bit Kubrick and a little bit Bradbury.,7min
Los exiliados de Kratos,"6,9",,Pedro Jaén R.,Pedro Jaén R.Wilma MenelikAitor Sánchez,Long time since quieted dolls. Championships come to the end. One goal. One single winner.,14min
Bio-Tech,,,Fernando Rodríguez,David Hidalgo MorenoFernando Rodríguez,,3min
Tomb Raider: Reboot,"4,7",,David 'dwyz' Wayman,Dan Brand,"A British remake of the Tomb Raider movies, based on the popular video game.",16min
Danton,,85%,David Verne,,,
Daydream of the Sleepwalker,,,Yevgeni Vaskevich,,"Daydream Of The Sleepwalker. An unrecognized painter encounters his own ego in a form of an uninvited strange guest. As a result of this encounter, the struggling artist is compelled to reexamine his views on art production. This experimental short is created using stop-motion technique, featuring real-life characters and interviews. Cast",13min
Dream Season,"9,8",,Chris Beemer,Chris BeemerMichael Aaron Kane,"When Carpenter, the Last-String Quarterback, gets his one shot to play, it turns out to be far more than the last rep of practice for him.",5min
Kids at Heart Gala After-party Promotion Series,,,Dan Weecks,Bridget CostelloMichael PadillaJohn Weecks,,
A NoHo Heist,,,Katy Krauland,Katy Krauland,,5min
Courage,,100%,Rob Innes,Luke Stephens,It takes courage to break up with your personal trainer. And even more courage to face another day.,12min
Big Blast: Get's Merry,,,Joop Agema,Joop Agema,,
Die Wicked Die,,,Annie Poon,,,3min
My Big Toe,,,Graham Stoney,Graham Stoney,,
Losses,,,Sara Budkey,Bowie AveryDwain BennettGracee Deloach,,
Vader Strikes: First Person Darth Vader,"6,2",,Eric Jacobus,,,
Drug Runner,,,,,,6min
Blade of Murder,,,Daniel MaiCarlo Magno,Carlo Magno,,20min
The Adventures of Sheriff Kid McLain,"8,5",,Gui Pereira,Gui Pereira,"A young and frightened Billy goes on a journey with his older brother Johnny, to the Old West. The town of Ferro Grande is being threatened by Dirt Man Duke and the Lightning Gang ever since the Governor's son rolled into town. Now, Sheriff Kid McLain must protect the Governor's son and his peaceful quiet town against the vengeful Dirt Man Duke with only the help of a... Leer todo",18min
Agophobia,"7,0",,Benjamin Ross Hayden,Benjamin Ross HaydenTyler Hayden,"A time beyond humanity and within a digital world. A new fear of the distant human past in a future where technology has manifested all life The Ram encounters fantastical beings, defying his position to escape this world.",30min
Tomb Raider: No Angel,"3,6",,Andrew Dobell,Andrew Dobell,,10min
"To Wong with Kung Fu: Thanks for Everything, a 6 Year Old and an 8 Year Old",,,Trevor GarnerKeith Brooks,Keith BrooksTrevor Garner,,10min
The Shining Girl,,,Linzi Zhang,,,36min
The Document,"7,4",,Erik Lehmann,Erik Lehmann,"1916. During the First World War the middlemen of three Germans, who secretly operated for the French, get caught. Hunted for their treason, they try to take refuge in France.",10min
Living in the Edge,"8,2",,Daniel Slaven Ahlfeld,Daniel Slaven Ahlfeld,A true coming of age story about 6 teenage boys who fight security officers for their alleys. After being chased off their baseball field and being assaulted; the neighborhood boys go to war with adults to earn their pride and their alley's back.,17min
El Capo de Capos,,,Eli VazquezJuan Carlos Angeles(rumoreado),Juan Carlos Angeles,,11min
The Grayfield Gang,,,Evan Lindman,Evan LindmanZach Oakford,,
Incitement,,96%,Yaniel Paulino,Brooily Vargas,"A society disconnected from morality, a society with no moral codes. This is the reality faced in everyday life. But the truth goes beyond just a lack of morality, there is a far more obscure reality within this world. Forces beyond the plane of existence control the minds of many, most are controlled by evil entities, which take over the city. In a world where the tr... Leer todo",
Battle Royale Tribute,,,Carlo MagnoDaniel Mai,Carlo Magno,,20min
Souvenir,,,Gerardo Carreras,Jara Yañez,"A souvenir (from French souvenir, n. m. Memory. Reminiscent of a memory of a pasta event. To remember), memento, keepsake or token of remembrance is an object a person acquires for the memories the owner associates with it. Travelers often buy souvenirs as gifts for their loved ones. This is common in many cultures.",13min
WW,,,Gregory Allen Gabroy,Gregory Allen Gabroy,,
Remote Control,,90%,Zac Geoffray,Zac Geoffray,,6min
Novr,"5,6",,Geoff O'Rourke,Geoff O'RourkeShane Ronan,As their planet is being ripped apart two young soldiers Ashmal and Zack stumble across something that might be mankind's only hope for survival against an overwhelming alien invasion. A NOVR.,15min
Wu ming zhe,,,Darren Tan,Darren Tan,"A highly skilled debt collector, Leung, yearns to quit his line of work and live a simpler live. However, his scarred past catches up with him.",18min
Bullet Head,,59%,Franco Movsesian,Christopher A. BrownFranco Movsesian,,5min
The Priest with Two Guns,,,Rodney Reynold,Rodney Reynold,,
Wi Na Go,"7,6",,Dustin Masters,Dylan van Gardner,A young Cherokee braves battles an ancient demon to save a girl possessed by it.,17min
Kick-Heart,"6,8",,Masaaki Yuasa,Masaaki Yuasa,"A love story between two people that each have a secret to hide. One a pro-wrestler, the other a Nun. Losing never felt so good.",12min
The Last Draw,,,Jon Earnest,Jon Earnest,,18min
Light,"6,7",,,,A life of a Light Robot and his friends.,5min
"C: 299,792 Kilometers Per Second","6,6",,Derek Van Gorder,Otto StockmeierDerek Van Gorder,"The story of Lieutenant Commander Malleck, and her radical act of mutiny aboard the KESTROS IV. With the help of her co-conspirators, she attempts to harness this weapon of mass destruction for a grand new purpose. But when a contingent of ground crew led by Second Lieutenant Kai threatens her master plan, Malleck must use the ship against them in order to succeed.",15min
Don't Be a Hero,"7,2",,Nick Zurawell,Bryce BokenfohrNick Zurawell,,9min
Pain But No Gain,,,,,,5min
El enclave,,,José Antonio Mesa,Miguel Ángel Mesa,,12min
Saivon's Dream,,,Chris Bryant,Chris Bryant,,3min
Monger,,,Ezekiel Rage,Ezekiel Rage,,7min
Land of Giants,"7,2",,Krystof Zlatnik,Jan CronauerKrystof Zlatnik,In the ruins of a post-apocalyptic storm the Giants appeared on earth to punish all those who dare to use the magic called 'Electricity' again. Crutch sets out to hunt down the Giants and take his revenge on those who took his leg from him.,13min
L'étoile du matin,,,David Kremer,David KremerDavid Lucas,"Footage is found on a yacht abandoned off the coast of the Kerguelen Islands, in the Indian Ocean...",40min
Living the Dream,,0%,Thiago Teles Trilux,Thiago Teles Trilux,"Disillusioned by love Joe moved from Manchester to New York still fantasizing about an era long gone. It's the year 2054 and he connects to Storm Box which opens the door to his dreams of the past. Fulfilling fantasies of violence, pleasure, and finding love the technology shows him more than he could imagine. When connected to his dreams, Joe feels surprisingly conne... Leer todo",11min
Honest Eyes,,,Luis Robledo,Que Michaels,,4min
